SetId,MemberId,SetDesc,MemberDesc
2535,103,Aurora Short Names,ACB-2 LED3 - GREEN LED
2535,118,Aurora Short Names,ACB-2 LOAD SHED
2535,150,Aurora Short Names,ACB-2 LOAD SHED STATUS
2535,114,Aurora Short Names,ACB-2 LOW PRESSURE SWITCH
2535,159,Aurora Short Names,ACB-2 LPS - LOW PRESSURE SWITCH INPUT
2535,161,Aurora Short Names,ACB-2 LS - LOAD SHED INPUT
2535,94,Aurora Short Names,ACB-2 O - REVERSING VALVE
2535,156,Aurora Short Names,ACB-2 O - REVERSING VALVE INPUT
2535,85,Aurora Short Names,ACB-2 OUTPUT STATUS
2535,152,Aurora Short Names,ACB-2 RAW ABC CONTROL INPUTS
2535,119,Aurora Short Names,ACB-2 RESET FAULTS
2535,109,Aurora Short Names,ACB-2 RV - REVERSING VALVE
2535,111,Aurora Short Names,ACB-2 UNIT LOCKOUT STATUS
2535,93,Aurora Short Names,ACB-2 W - HEAT STAGE 3 OR EMERGENCY HEAT
2535,155,Aurora Short Names,ACB-2 W - HEAT STAGE 3 OR EMERGENCY HEAT INPUT
2535,91,Aurora Short Names,ACB-2 Y1 - HEAT/COOL STAGE 1
2535,153,Aurora Short Names,ACB-2 Y1 - HEAT/COOL STAGE 1 INPUT
2535,92,Aurora Short Names,ACB-2 Y2 - HEAT/COOL STAGE 2
2535,154,Aurora Short Names,ACB-2 Y2 - HEAT/COOL STAGE 2 INPUT
2535,26,Aurora Short Names,ACC - ACCESSORY RELAY
2535,6,Aurora Short Names,ACTIVE FAULT
2535,30,Aurora Short Names,ACTIVE FAULT CODE
2535,40,Aurora Short Names,AIR COIL TEMPERATURE
2535,7,Aurora Short Names,AIRFLOW BLOWER ONLY SPEED LEVEL
2535,32,Aurora Short Names,AIRFLOW CURRENT SPEED LEVEL
2535,10,Aurora Short Names,AIRFLOW EH BLOWER SPEED LEVEL
2535,9,Aurora Short Names,AIRFLOW HIGH SPEED LEVEL
2535,8,Aurora Short Names,AIRFLOW LOW SPEED LEVEL
2535,28,Aurora Short Names,ALM - ALARM
2535,18,Aurora Short Names,CC - COMPRESSOR CONTACTOR ENABLE
2535,19,Aurora Short Names,CC2 - COMPRESSOR SPEED OUTPUT
2535,35,Aurora Short Names,COAX TEMPERATURE
2535,36,Aurora Short Names,CONDENSATE INPUT
2535,3,Aurora Short Names,DDC CONTROL ENABLED
2535,4,Aurora Short Names,DDC THERMOSTAT CALLS
2535,16,Aurora Short Names,DH - DEHUMIDIFICATION
2535,129,Aurora Short Names,DH - DEHUMIDIFICATION INPUT
2535,21,Aurora Short Names,EH1 - ELECTRIC HEAT 1
2535,22,Aurora Short Names,EH2 - ELECTRIC HEAT 2
2535,37,Aurora Short Names,EMERGENCY SHUTDOWN
2535,121,Aurora Short Names,EMERGENCY SHUTDOWN STATUS
2535,130,Aurora Short Names,ES - EMERGENCY SHUTDOWN INPUT
2535,20,Aurora Short Names,F - FAN (BLOWER)
2535,2,Aurora Short Names,FIRMWARE BETA ID
2535,1,Aurora Short Names,FIRMWARE REVISION
2535,15,Aurora Short Names,G - FAN
2535,17,Aurora Short Names,H - HUMIDIFICATION
2535,134,Aurora Short Names,H - HUMIDIFICATION INPUT
2535,33,Aurora Short Names,HIGH PRESSURE SWITCH
2535,123,Aurora Short Names,HOT GAS REHEAT STATUS
2535,132,Aurora Short Names,HPS - HIGH PRESSURE SWITCH INPUT
2535,27,Aurora Short Names,L - LOCKOUT
2535,25,Aurora Short Names,LED1 - RED LED
2535,24,Aurora Short Names,LED2 - YELLOW LED
2535,23,Aurora Short Names,LED3 - GREEN LED
2535,38,Aurora Short Names,LOAD SHED
2535,122,Aurora Short Names,LOAD SHED STATUS
2535,34,Aurora Short Names,LOW PRESSURE SWITCH
2535,131,Aurora Short Names,LPS - LOW PRESSURE SWITCH INPUT
2535,133,Aurora Short Names,LS - LOAD SHED INPUT
2535,14,Aurora Short Names,O - REVERSING VALVE
2535,128,Aurora Short Names,O - REVERSING VALVE INPUT
2535,5,Aurora Short Names,OUTPUT STATUS
2535,124,Aurora Short Names,RAW ABC CONTROL INPUTS
2535,39,Aurora Short Names,RESET FAULTS
2535,29,Aurora Short Names,RV - REVERSING VALVE
2535,31,Aurora Short Names,UNIT LOCKOUT STATUS
2535,13,Aurora Short Names,W - HEAT STAGE 3 OR EMERGENCY HEAT
2535,127,Aurora Short Names,W - HEAT STAGE 3 OR EMERGENCY HEAT INPUT
2535,11,Aurora Short Names,Y1 - HEAT/COOL STAGE 1
2535,125,Aurora Short Names,Y1 - HEAT/COOL STAGE 1 INPUT
2535,12,Aurora Short Names,Y2 - HEAT/COOL STAGE 2
2535,126,Aurora Short Names,Y2 - HEAT/COOL STAGE 2 INPUT
33,4,Authorization Category,Administrative
33,9,Authorization Category,Air Quality
33,8,Authorization Category,Critical Environment
33,100,Authorization Category,Custom 1
33,109,Authorization Category,Custom 10
33,199,Authorization Category,Custom 100
33,200,Authorization Category,Custom 101
33,201,Authorization Category,Custom 102
33,202,Authorization Category,Custom 103
33,203,Authorization Category,Custom 104
33,204,Authorization Category,Custom 105
33,205,Authorization Category,Custom 106
33,206,Authorization Category,Custom 107
33,207,Authorization Category,Custom 108
33,208,Authorization Category,Custom 109
33,110,Authorization Category,Custom 11
33,209,Authorization Category,Custom 110
33,210,Authorization Category,Custom 111
33,211,Authorization Category,Custom 112
33,212,Authorization Category,Custom 113
33,213,Authorization Category,Custom 114
33,214,Authorization Category,Custom 115
33,215,Authorization Category,Custom 116
33,216,Authorization Category,Custom 117
33,217,Authorization Category,Custom 118
33,218,Authorization Category,Custom 119
33,111,Authorization Category,Custom 12
33,219,Authorization Category,Custom 120
33,220,Authorization Category,Custom 121
33,221,Authorization Category,Custom 122
33,222,Authorization Category,Custom 123
33,223,Authorization Category,Custom 124
33,224,Authorization Category,Custom 125
33,225,Authorization Category,Custom 126
33,226,Authorization Category,Custom 127
33,227,Authorization Category,Custom 128
33,228,Authorization Category,Custom 129
33,112,Authorization Category,Custom 13
33,229,Authorization Category,Custom 130
33,230,Authorization Category,Custom 131
33,231,Authorization Category,Custom 132
33,232,Authorization Category,Custom 133
33,233,Authorization Category,Custom 134
33,234,Authorization Category,Custom 135
33,235,Authorization Category,Custom 136
33,236,Authorization Category,Custom 137
33,237,Authorization Category,Custom 138
33,238,Authorization Category,Custom 139
33,113,Authorization Category,Custom 14
33,239,Authorization Category,Custom 140
33,240,Authorization Category,Custom 141
33,241,Authorization Category,Custom 142
33,242,Authorization Category,Custom 143
33,243,Authorization Category,Custom 144
33,244,Authorization Category,Custom 145
33,245,Authorization Category,Custom 146
33,246,Authorization Category,Custom 147
33,247,Authorization Category,Custom 148
33,248,Authorization Category,Custom 149
33,114,Authorization Category,Custom 15
33,249,Authorization Category,Custom 150
33,115,Authorization Category,Custom 16
33,116,Authorization Category,Custom 17
33,117,Authorization Category,Custom 18
33,118,Authorization Category,Custom 19
33,101,Authorization Category,Custom 2
33,119,Authorization Category,Custom 20
33,120,Authorization Category,Custom 21
33,121,Authorization Category,Custom 22
33,122,Authorization Category,Custom 23
33,123,Authorization Category,Custom 24
33,124,Authorization Category,Custom 25
33,125,Authorization Category,Custom 26
33,126,Authorization Category,Custom 27
33,127,Authorization Category,Custom 28
33,128,Authorization Category,Custom 29
33,102,Authorization Category,Custom 3
33,129,Authorization Category,Custom 30
33,130,Authorization Category,Custom 31
33,131,Authorization Category,Custom 32
33,132,Authorization Category,Custom 33
33,133,Authorization Category,Custom 34
33,134,Authorization Category,Custom 35
33,135,Authorization Category,Custom 36
33,136,Authorization Category,Custom 37
33,137,Authorization Category,Custom 38
33,138,Authorization Category,Custom 39
33,103,Authorization Category,Custom 4
33,139,Authorization Category,Custom 40
33,140,Authorization Category,Custom 41
33,141,Authorization Category,Custom 42
33,142,Authorization Category,Custom 43
33,143,Authorization Category,Custom 44
33,144,Authorization Category,Custom 45
33,145,Authorization Category,Custom 46
33,146,Authorization Category,Custom 47
33,147,Authorization Category,Custom 48
33,148,Authorization Category,Custom 49
33,104,Authorization Category,Custom 5
33,149,Authorization Category,Custom 50
33,150,Authorization Category,Custom 51
33,151,Authorization Category,Custom 52
33,152,Authorization Category,Custom 53
33,153,Authorization Category,Custom 54
33,154,Authorization Category,Custom 55
33,155,Authorization Category,Custom 56
33,156,Authorization Category,Custom 57
33,157,Authorization Category,Custom 58
33,158,Authorization Category,Custom 59
33,105,Authorization Category,Custom 6
33,159,Authorization Category,Custom 60
33,160,Authorization Category,Custom 61
33,161,Authorization Category,Custom 62
33,162,Authorization Category,Custom 63
33,163,Authorization Category,Custom 64
33,164,Authorization Category,Custom 65
33,165,Authorization Category,Custom 66
33,166,Authorization Category,Custom 67
33,167,Authorization Category,Custom 68
33,168,Authorization Category,Custom 69
33,106,Authorization Category,Custom 7
33,169,Authorization Category,Custom 70
33,170,Authorization Category,Custom 71
33,171,Authorization Category,Custom 72
33,172,Authorization Category,Custom 73
33,173,Authorization Category,Custom 74
33,174,Authorization Category,Custom 75
33,175,Authorization Category,Custom 76
33,176,Authorization Category,Custom 77
33,177,Authorization Category,Custom 78
33,178,Authorization Category,Custom 79
33,107,Authorization Category,Custom 8
33,179,Authorization Category,Custom 80
33,180,Authorization Category,Custom 81
33,181,Authorization Category,Custom 82
33,182,Authorization Category,Custom 83
33,183,Authorization Category,Custom 84
33,184,Authorization Category,Custom 85
33,185,Authorization Category,Custom 86
33,186,Authorization Category,Custom 87
33,187,Authorization Category,Custom 88
33,188,Authorization Category,Custom 89
33,108,Authorization Category,Custom 9
33,189,Authorization Category,Custom 90
33,190,Authorization Category,Custom 91
33,191,Authorization Category,Custom 92
33,192,Authorization Category,Custom 93
33,193,Authorization Category,Custom 94
33,194,Authorization Category,Custom 95
33,195,Authorization Category,Custom 96
33,196,Authorization Category,Custom 97
33,197,Authorization Category,Custom 98
33,198,Authorization Category,Custom 99
33,11,Authorization Category,Energy
33,1,Authorization Category,Fire
33,5,Authorization Category,General
33,0,Authorization Category,HVAC
33,6,Authorization Category,Lighting
33,10,Authorization Category,Power
33,7,Authorization Category,Refrigeration
33,2,Authorization Category,Security
33,3,Authorization Category,Services
33,12,Authorization Category,System
1814,6,Auto Cfg Comms Manager Object States,Delete Delay State
1814,7,Auto Cfg Comms Manager Object States,Disabled State
1814,4,Auto Cfg Comms Manager Object States,Dormant State
1814,5,Auto Cfg Comms Manager Object States,Dormant With Lock State
1814,0,Auto Cfg Comms Manager Object States,Illegal State
1814,1,Auto Cfg Comms Manager Object States,Initialization State
1814,2,Auto Cfg Comms Manager Object States,Startup State
1814,3,Auto Cfg Comms Manager Object States,Wait For Result State
1816,3,Auto Configure Comms Result,Failure Status
1816,4,Auto Configure Comms Result,Major Error Status
1816,0,Auto Configure Comms Result,Pending Status
1816,2,Auto Configure Comms Result,Success Do Reset Status
1816,1,Auto Configure Comms Result,Success Status
2540,1,Auto Generated Locale ISO Codes,cs_CZ
2540,3,Auto Generated Locale ISO Codes,da_DK
2540,12,Auto Generated Locale ISO Codes,de_AT
2540,14,Auto Generated Locale ISO Codes,de_CH
2540,13,Auto Generated Locale ISO Codes,de_DE
2540,16,Auto Generated Locale ISO Codes,el_GR
2540,6,Auto Generated Locale ISO Codes,en_GB
2540,7,Auto Generated Locale ISO Codes,en_US
2540,28,Auto Generated Locale ISO Codes,es_ES
2540,27,Auto Generated Locale ISO Codes,es_MX
2540,8,Auto Generated Locale ISO Codes,fr_BE
2540,9,Auto Generated Locale ISO Codes,fr_CA
2540,11,Auto Generated Locale ISO Codes,fr_CH
2540,10,Auto Generated Locale ISO Codes,fr_FR
2540,15,Auto Generated Locale ISO Codes,hu_HU
2540,17,Auto Generated Locale ISO Codes,it_IT
2540,18,Auto Generated Locale ISO Codes,ja_JP
2540,19,Auto Generated Locale ISO Codes,ko_KR
2540,20,Auto Generated Locale ISO Codes,nb_NO
2540,4,Auto Generated Locale ISO Codes,nl_BE
2540,5,Auto Generated Locale ISO Codes,nl_NL
2540,21,Auto Generated Locale ISO Codes,nn_NO
2540,22,Auto Generated Locale ISO Codes,pl_PL
2540,23,Auto Generated Locale ISO Codes,pt_BR
2540,24,Auto Generated Locale ISO Codes,pt_PT
2540,25,Auto Generated Locale ISO Codes,ru_RU
2540,26,Auto Generated Locale ISO Codes,sk_SK
2540,29,Auto Generated Locale ISO Codes,sv_SE
2540,30,Auto Generated Locale ISO Codes,tr_TR
2540,2,Auto Generated Locale ISO Codes,zh_CN
2540,31,Auto Generated Locale ISO Codes,zh_TW
87,0,Auto Manual,Auto
87,2,Auto Manual,Hold
87,1,Auto Manual,Manual
618,0,Auto Off,Auto
618,2,Auto Off,Hold
618,1,Auto Off,Off
297,0,Auto Off On,Auto
297,1,Auto Off On,Off
297,2,Auto Off On,On
296,0,Auto Off Press Purge,Auto
296,1,Auto Off Press Purge,Off
296,2,Auto Off Press Purge,Pressurize
296,3,Auto Off Press Purge,Purge
242,0,Auto Open Close,Auto
242,2,Auto Open Close,Close
242,1,Auto Open Close,Open
371,0,Auto/Close/Open,Auto
371,1,Auto/Close/Open,Close
371,2,Auto/Close/Open,Open
40502,0,Auto/Heating/Cooling/Dry/Fan,Auto
40502,2,Auto/Heating/Cooling/Dry/Fan,Cooling
40502,3,Auto/Heating/Cooling/Dry/Fan,Dry
40502,4,Auto/Heating/Cooling/Dry/Fan,Fan
40502,1,Auto/Heating/Cooling/Dry/Fan,Heating
40511,0,Auto/Low/Mid/High,Auto
40511,3,Auto/Low/Mid/High,High
40511,1,Auto/Low/Mid/High,Low
40511,2,Auto/Low/Mid/High,Mid
932,0,Auto/Off/On,Auto
932,1,Auto/Off/On,Off
932,2,Auto/Off/On,On
359,3,Autocalibration,Autocalibrate
359,4,Autocalibration,Normal
359,0,Autocalibration,Uncalibrated
359,2,Autocalibration,Waiting for Damper
359,1,Autocalibration,Waiting to Calibrate
415,4,AutoCalibration state,Autocalibration Active
415,5,AutoCalibration state,Autocalibration Completed
415,6,AutoCalibration state,Autocalibration Timed Out
415,0,AutoCalibration state,No Autocalibration Performed
415,3,AutoCalibration state,Release Effective AC
415,1,AutoCalibration state,Set Effective AC False
415,2,AutoCalibration state,Set Effective AC True
1388,0,Automatic Manual,Automatic
1388,1,Automatic Manual,Manual
457,2,AUX Configuration,NC with Occ
457,4,AUX Configuration,NC with Occ & Fan
457,5,AUX Configuration,Network Controlled
457,1,AUX Configuration,NO with Occ
457,3,AUX Configuration,NO with Occ & Fan
457,0,AUX Configuration,Not used
1217,0,Aux Input Connected,Not Connected
1217,2,Aux Input Connected,to REX and Reader Spare Inputs
1217,1,Aux Input Connected,to REX Input
314,0,Aux Mode,Disabled
314,4,Aux Mode,Shunt and Green Light
314,2,Aux Mode,Shunt and Unlock Only
314,3,Aux Mode,Shunt Only
314,1,Aux Mode,"Shunt, Unlock, Green Light"
176,4,BAC Day Bitset,Friday
176,0,BAC Day Bitset,Monday
176,5,BAC Day Bitset,Saturday
176,6,BAC Day Bitset,Sunday
176,3,BAC Day Bitset,Thursday
176,1,BAC Day Bitset,Tuesday
176,2,BAC Day Bitset,Wednesday
80,5,BAC Device Status,Backup in Progress
80,3,BAC Device Status,Download In Progress
80,2,BAC Device Status,Download Required
80,4,BAC Device Status,Non Operational
80,0,BAC Device Status,Operational
80,1,BAC Device Status,Operational ReadOnly
525,1,BAC Event Bits,To Fault
525,2,BAC Event Bits,To Normal
525,0,BAC Event Bits,To Off Normal
5,1,BAC Event State,Fault
5,3,BAC Event State,High Limit
5,5,BAC Event State,Life Safety Alarm
5,4,BAC Event State,Low Limit
5,0,BAC Event State,Normal
5,2,BAC Event State,Off Normal
5,6,BAC Event State,Offline
99,1,BAC Event Transition,Fault
99,0,BAC Event Transition,Normal
99,2,BAC Event Transition,Off Normal
167,13,BAC Event Type,Access event.
167,1336,BAC Event Type,Access Locked
167,1325,BAC Event Type,Access Rights Expired
167,2014,BAC Event Type,Acknowledge
167,2016,BAC Event Type,Activate
167,2015,BAC Event Type,Active
167,2009,BAC Event Type,Alarm
167,1976,BAC Event Type,Alarm Dialer Message Delivered
167,1978,BAC Event Type,Alarm Dialer Message Discarded
167,1974,BAC Event Type,Alarm Dialer Message Forwarded
167,1975,BAC Event Type,Alarm Dialer Message Ignored
167,1977,BAC Event Type,Alarm Dialer Message Rejected
167,2025,BAC Event Type,Alarm Unknown
167,2020,BAC Event Type,"Alarm, Open"
167,2021,BAC Event Type,"Alarm, Short"
167,2019,BAC Event Type,"Alarm, Tamper"
167,2018,BAC Event Type,"Alarm, Trouble"
167,1211,BAC Event Type,Alternate Access Granted
167,1517,BAC Event Type,Anti-Loitering Violation
167,1301,BAC Event Type,Anti-Passback On
167,1942,BAC Event Type,Apply Firmware
167,2004,BAC Event Type,Armed
167,2007,BAC Event Type,Arming
167,1207,BAC Event Type,Asset Tracked
167,1959,BAC Event Type,Assisted Access
167,1960,BAC Event Type,Assisted Access Host
167,2026,BAC Event Type,Attribute Value
167,1965,BAC Event Type,Bio Mismatch
167,1331,BAC Event Type,Biometric Mismatch
167,10,BAC Event Type,Buffer ready
167,7,BAC Event Type,Buffer was ready
167,2010,BAC Event Type,Bypass
167,1919,BAC Event Type,Calibrate
167,2037,BAC Event Type,"Calibration Failed, Input is 2 State Only"
167,2036,BAC Event Type,"Calibration Failed, No Calibration Support"
167,2034,BAC Event Type,"Calibration Failed, Offline"
167,2038,BAC Event Type,"Calibration Failed, Out of Service"
167,2032,BAC Event Type,"Calibration Failed, Resistance too High"
167,2031,BAC Event Type,"Calibration Failed, Resistance too Low"
167,2033,BAC Event Type,"Calibration OK, 2 State Input"
167,2035,BAC Event Type,"Calibration OK, 4 State Input"
167,2030,BAC Event Type,Calibration Unknown
167,1324,BAC Event Type,Central Access Denied
167,2000,BAC Event Type,Central Data Request
167,1321,BAC Event Type,Central Data Unreachable
167,2001,BAC Event Type,Central Status Request
167,1323,BAC Event Type,Central Status Unreachable
167,0,BAC Event Type,Change of bitstring
167,17,BAC Event Type,Change of character string.
167,21,BAC Event Type,Change of discrete value.
167,8,BAC Event Type,Change of life safety
167,19,BAC Event Type,Change of reliability.
167,1,BAC Event Type,Change of state
167,18,BAC Event Type,Change of status flags.
167,22,BAC Event Type,Change of timer.
167,2,BAC Event Type,Change of value
167,1916,BAC Event Type,Clear
167,3,BAC Event Type,Command failure
167,6,BAC Event Type,Complex Event Type
167,1518,BAC Event Type,Controller Event Activated
167,1519,BAC Event Type,Controller Event Deactivated
167,1537,BAC Event Type,Controller Event Trigger Locked
167,1703,BAC Event Type,Database Add
167,1705,BAC Event Type,Database Delete
167,1704,BAC Event Type,Database Edit
167,2028,BAC Event Type,Database Transfer Failed
167,2027,BAC Event Type,Database Transfer Started
167,2029,BAC Event Type,Database Transfer Successful
167,1905,BAC Event Type,Demuster
167,1966,BAC Event Type,Deny Door Open
167,1917,BAC Event Type,Disable
167,1912,BAC Event Type,Disable Print
167,2005,BAC Event Type,Disarmed
167,2008,BAC Event Type,Disarming
167,1710,BAC Event Type,Door Lock
167,1612,BAC Event Type,Door Strike Locked
167,1613,BAC Event Type,Door Strike Unlocked
167,1712,BAC Event Type,Door Timed Unlock [in minutes]
167,1711,BAC Event Type,Door Unlock
167,14,BAC Event Type,Double out of range.
167,1940,BAC Event Type,Download Firmware
167,1707,BAC Event Type,Download To Panel
167,1963,BAC Event Type,Duress Grant
167,1961,BAC Event Type,Elevator
167,1969,BAC Event Type,Elevator Invalid Card
167,1967,BAC Event Type,Elevator Invalid Floor
167,1968,BAC Event Type,Elevator Invalid Tzone
167,1949,BAC Event Type,Emergency Disable
167,1915,BAC Event Type,Enable
167,1911,BAC Event Type,Enable Print
167,1326,BAC Event Type,Entity Expired
167,1542,BAC Event Type,Entity Reset Entry Time
167,1543,BAC Event Type,Entity Reset Exit Time
167,1538,BAC Event Type,Entity Resynchronize Request
167,1544,BAC Event Type,Entity set to Default Status
167,1208,BAC Event Type,Entity Tracked
167,1539,BAC Event Type,Entity Transition In
167,1540,BAC Event Type,Entity Transition Out
167,1541,BAC Event Type,Entity Transition Undefined
167,1209,BAC Event Type,Entity Validated
167,1943,BAC Event Type,Erase Database
167,1516,BAC Event Type,Error
167,1337,BAC Event Type,Event Credential Expired
167,1900,BAC Event Type,Event Log Error
167,1902,BAC Event Type,Event Log Info
167,1901,BAC Event Type,Event Log Warning
167,1801,BAC Event Type,Event Trig Manually
167,1800,BAC Event Type,Event Triggered
167,1700,BAC Event Type,Execute Application
167,1202,BAC Event Type,Executive Privilege
167,1910,BAC Event Type,Expand Zone
167,9,BAC Event Type,Extended
167,1515,BAC Event Type,Fault
167,1928,BAC Event Type,FDA Backup
167,1930,BAC Event Type,FDA Checksum Calc
167,1929,BAC Event Type,FDA Violation
167,2040,BAC Event Type,Firmware Revision
167,2042,BAC Event Type,Firmware Upgrade Failed
167,2041,BAC Event Type,Firmware Upgrade Validating
167,4,BAC Event Type,Floating limit
167,1918,BAC Event Type,Force
167,1510,BAC Event Type,Forced Open
167,12,BAC Event Type,Future use.
167,1616,BAC Event Type,Hardware Module Fault
167,1615,BAC Event Type,Hardware Module Offline
167,1614,BAC Event Type,Hardware Module Operational
167,1618,BAC Event Type,Hardware Module Upgrade Failed
167,1617,BAC Event Type,Hardware Module Upgrading
167,2043,BAC Event Type,High CPU Usage
167,1200,BAC Event Type,Host Grant
167,2017,BAC Event Type,Inactive
167,1514,BAC Event Type,Incomplete Group
167,1329,BAC Event Type,Incomplete Group Rule
167,1333,BAC Event Type,Inconsistent Identifiers
167,1003,BAC Event Type,Input Open
167,1000,BAC Event Type,Input Secure
167,1001,BAC Event Type,Input Set
167,1002,BAC Event Type,Input Short
167,1005,BAC Event Type,Input Suppressed
167,1608,BAC Event Type,Input Term Unknown
167,1607,BAC Event Type,Input Terminal Down
167,1606,BAC Event Type,Input Terminal Up
167,1004,BAC Event Type,Input Unknown
167,1338,BAC Event Type,Insufficient Confidence Level
167,1957,BAC Event Type,Intr Ann Activate
167,1958,BAC Event Type,Intr Ann Deactivate
167,1950,BAC Event Type,Intr Area Arm
167,1952,BAC Event Type,Intr Area Disarm
167,1951,BAC Event Type,Intr Area Forcedarm
167,1954,BAC Event Type,Intr Zone Bypass Off
167,1953,BAC Event Type,Intr Zone Bypass On
167,1955,BAC Event Type,Intr Zone Reset
167,1956,BAC Event Type,Intr Zone Resetack
167,1972,BAC Event Type,Intrusion Account Normal
167,1973,BAC Event Type,Intrusion Account Test
167,1334,BAC Event Type,Intrusion Area Armed
167,2003,BAC Event Type,Intrusion Zone Alarm Status
167,1312,BAC Event Type,Invalid Access Group
167,1313,BAC Event Type,Invalid Access Group Timezone
167,1315,BAC Event Type,Invalid Access Level
167,1314,BAC Event Type,Invalid Access Mask
167,1332,BAC Event Type,Invalid Access Profile
167,1300,BAC Event Type,Invalid Badge
167,1304,BAC Event Type,Invalid Badge TZ
167,1342,BAC Event Type,Invalid Clearance Certificate
167,1310,BAC Event Type,Invalid Entity
167,1303,BAC Event Type,Invalid Entry/Exit
167,1507,BAC Event Type,Invalid Event
167,1508,BAC Event Type,Invalid Event Priv
167,1308,BAC Event Type,Invalid Facility Cod
167,1309,BAC Event Type,Invalid Identifier
167,1340,BAC Event Type,Invalid Induction Certificate
167,1306,BAC Event Type,Invalid Issue Level
167,1341,BAC Event Type,Invalid Medical Certificate
167,1320,BAC Event Type,Invalid Override Privilege
167,1319,BAC Event Type,Invalid Override Time
167,1305,BAC Event Type,Invalid PIN
167,1311,BAC Event Type,Invalid PIN Attempts Exceeded
167,1302,BAC Event Type,Invalid Reader
167,1307,BAC Event Type,Invalid Reader TZ
167,1317,BAC Event Type,Invalid Security Level
167,1964,BAC Event Type,Invalid Security lvl
167,1316,BAC Event Type,Invalid Security Mask
167,1335,BAC Event Type,Invalid Smart Card Signature
167,1201,BAC Event Type,Local Grant
167,1713,BAC Event Type,Lock All Doors
167,1529,BAC Event Type,Locked
167,1530,BAC Event Type,Locked and Closed
167,1531,BAC Event Type,Locked and Open
167,1927,BAC Event Type,Logon Disabled
167,1926,BAC Event Type,Logon Invalid
167,1206,BAC Event Type,Manual Controller Event
167,1205,BAC Event Type,Manual Reader
167,1923,BAC Event Type,Manual Trigger
167,2023,BAC Event Type,Memory Low
167,2024,BAC Event Type,Memory Ok
167,2006,BAC Event Type,Mixed
167,1212,BAC Event Type,No Entry
167,20,BAC Event Type,None.
167,2022,BAC Event Type,Normal
167,1526,BAC Event Type,Not Operational
167,1971,BAC Event Type,Notification Status
167,1524,BAC Event Type,Occupancy above High Limit
167,1522,BAC Event Type,Occupancy at High Limit
167,1521,BAC Event Type,Occupancy at Low Limit
167,1523,BAC Event Type,Occupancy below Low Limit
167,1318,BAC Event Type,Occupancy Violation
167,1520,BAC Event Type,Occupancy within Limits
167,1343,BAC Event Type,On Leave
167,1525,BAC Event Type,Operational
167,1339,BAC Event Type,Operator Access Denied
167,5,BAC Event Type,Out of range
167,1100,BAC Event Type,Output Reset
167,1101,BAC Event Type,Output Set
167,1611,BAC Event Type,Output Term Unknown
167,1610,BAC Event Type,Output Terminal Down
167,1609,BAC Event Type,Output Terminal Up
167,1102,BAC Event Type,Output Unknown
167,1602,BAC Event Type,Panel Down
167,1715,BAC Event Type,Panel Firmware Updat
167,1600,BAC Event Type,Panel Up
167,1601,BAC Event Type,Panel Up Duplicate
167,1716,BAC Event Type,Panel Write Flash
167,1527,BAC Event Type,Peer(s) Offline
167,1330,BAC Event Type,Portal Open Violation
167,1509,BAC Event Type,Portal Status Change
167,1706,BAC Event Type,Print Badge
167,1908,BAC Event Type,Print Group
167,1511,BAC Event Type,Propped Open
167,1914,BAC Event Type,Pulse
167,1604,BAC Event Type,Reader Down
167,1962,BAC Event Type,Reader Egress
167,1970,BAC Event Type,Reader Override
167,1605,BAC Event Type,Reader Unknown
167,1603,BAC Event Type,Reader Up
167,1944,BAC Event Type,Reboot
167,1936,BAC Event Type,Redun Admin
167,1938,BAC Event Type,Redun Config Export
167,1939,BAC Event Type,Redun Config Import
167,1931,BAC Event Type,Redun Failover
167,1934,BAC Event Type,Redun Mirror
167,1935,BAC Event Type,Redun Monitor
167,1932,BAC Event Type,Redun Offline
167,1933,BAC Event Type,Redun Online
167,1937,BAC Event Type,Redun Reboot
167,1909,BAC Event Type,Remove Badge
167,2012,BAC Event Type,Reset
167,1945,BAC Event Type,Resync in
167,1946,BAC Event Type,Resync out
167,1947,BAC Event Type,Resync undefined
167,1913,BAC Event Type,Save Data
167,1925,BAC Event Type,Securitylevel
167,1922,BAC Event Type,Set Available
167,1921,BAC Event Type,Set in use
167,15,BAC Event Type,Signed out of range.
167,2013,BAC Event Type,Silence
167,1203,BAC Event Type,Soft Entry/Exit
167,2002,BAC Event Type,SSNC FIFO Overflow
167,1528,BAC Event Type,Star center Offline
167,1903,BAC Event Type,Start Muster
167,1907,BAC Event Type,Start Muster Drill
167,64,BAC Event Type,Status report
167,1904,BAC Event Type,Stop Muster
167,1924,BAC Event Type,Storedefault
167,1948,BAC Event Type,Suppress
167,1536,BAC Event Type,Suppressed
167,1210,BAC Event Type,Team Member Validated
167,2011,BAC Event Type,Test
167,1979,BAC Event Type,Test Message Delivered
167,1980,BAC Event Type,Test Message Rejected
167,2039,BAC Event Type,Test Stop
167,1504,BAC Event Type,Timed Ovrd Dis Host
167,1503,BAC Event Type,Timed Ovrd Disable
167,1501,BAC Event Type,Timed Ovrd Ena Host
167,1500,BAC Event Type,Timed Ovrd Enable
167,1502,BAC Event Type,Timed Ovrd Expire
167,1512,BAC Event Type,Unaccompanied Asset
167,1327,BAC Event Type,Unaccompanied Asset Rule
167,1513,BAC Event Type,Unaccompanied Entity
167,1328,BAC Event Type,Unaccompanied Entity Rule
167,1920,BAC Event Type,Uncalibrate
